Shop,City,Street,Item,DateTime,Price
Ebay,New York,Freedom,Ecolab - Hand Soap Form Antibac,2020-04-03T23:24:23Z,"€59,07"
Lidl,London,Freedom,Chef Hat 20cm,2020-04-10T17:25:08Z,"€29,53"
Kwiki Mart,New York,Freedom,Calypso - Strawberry Lemonade,2020-04-17T10:05:43Z,"€3,10"
Aibe,New York,George's,Anchovy Fillets,2020-04-29T17:10:52Z,"€54,18"
Wallmart,London,Freedom,Paper - Brown Paper Mini Cups,2020-04-07T06:40:57Z,"€18,18"
Lidl,Brussels,Freedom,Wine - Rioja Campo Viejo,2020-04-20T21:01:56Z,"€33,02"
Wallmart,New York,Laisves,Ice Cream Bar - Oreo Sandwich,2020-04-14T10:03:49Z,"€82,11"
Lidl,New York,George's,Snapple - Mango Maddness,2020-04-29T22:06:37Z,"€22,64"
Wallmart,Brussels,Laisves,Extract - Raspberry,2020-04-20T16:32:10Z,"€92,27"
Wallmart,London,George's,Milk - Homo,2020-04-11T22:15:59Z,"€14,78"
Lidl,New York,Freedom,"Pasta - Fettuccine, Egg, Fresh",2020-04-21T08:13:29Z,"€2,32"
Playtech,Brussels,Freedom,Red Currant Jelly,2020-04-17T08:17:49Z,"€59,11"
Ebay,Brussels,Freedom,Trueblue - Blueberry Cranberry,2020-04-25T18:56:58Z,"€17,96"
Ebay,New York,Laisves,Rice - 7 Grain Blend,2020-04-28T14:32:07Z,"€15,03"
Wallmart,Brussels,George's,Longos - Greek Salad,2020-04-02T22:38:35Z,"€33,11"
Wallmart,New York,Laisves,Cabbage - Nappa,2020-04-02T04:18:53Z,"€14,44"
Kwiki Mart,New York,George's,Tamarind Paste,2020-04-14T19:03:40Z,"€95,72"
Ebay,New York,George's,Bagel - Everything,2020-04-19T14:37:08Z,"€83,94"
Ebay,New York,Freedom,Dried Figs,2020-04-06T14:20:44Z,"€35,58"
Ebay,New York,Freedom,Flavouring - Raspberry,2020-04-16T09:03:17Z,"€83,30"
Ebay,London,Freedom,Soup Campbells,2020-04-07T17:42:35Z,"€20,40"
Kwiki Mart,New York,Laisves,"Artichoke - Hearts, Canned",2020-04-20T17:37:13Z,"€83,10"
Lidl,New York,Laisves,Wine - Pinot Grigio Collavini,2020-04-14T11:25:28Z,"€48,32"
Lidl,Brussels,Freedom,"Shrimp - 16/20, Peeled Deviened",2020-04-01T04:22:00Z,"€91,48"
Aibe,London,George's,"Juice - Tomato, 10 Oz",2020-04-01T19:00:04Z,"€11,10"
Kwiki Mart,London,George's,Lettuce - Sea / Sea Asparagus,2020-04-02T09:04:26Z,"€26,19"
Kwiki Mart,New York,George's,Tea - Orange Pekoe,2020-04-12T17:37:36Z,"€0,99"
Kwiki Mart,London,Laisves,Lighter - Bbq,2020-04-15T04:35:56Z,"€12,06"
Aibe,London,Laisves,Madeira,2020-04-29T22:49:28Z,"€27,97"
Playtech,Brussels,Freedom,Pear - Asian,2020-04-27T11:43:04Z,"€87,22"
Playtech,New York,Freedom,Salt And Pepper Mix - White,2020-04-25T15:10:08Z,"€27,69"
Playtech,Brussels,Freedom,Loquat,2020-04-11T10:18:35Z,"€63,10"
Kwiki Mart,New York,Freedom,Longos - Chicken Caeser Salad,2020-04-05T19:18:26Z,"€10,92"
Kwiki Mart,New York,Laisves,Coffee Cup 16oz Foam,2020-04-07T11:40:54Z,"€49,62"
Lidl,Brussels,Freedom,Soup - Campbells Mac N Cheese,2020-04-26T10:51:31Z,"€92,89"
Lidl,London,Laisves,Rice - Long Grain,2020-04-05T18:56:32Z,"€92,89"
Playtech,Brussels,George's,Veal - Slab Bacon,2020-04-27T15:30:26Z,"€18,97"
Playtech,Brussels,George's,"Mushroom - Chanterelle, Dry",2020-04-25T06:05:43Z,"€68,69"
Playtech,Brussels,George's,"Lamb - Whole, Fresh",2020-04-23T20:15:00Z,"€68,37"
Kwiki Mart,London,George's,"Lemonade - Strawberry, 591 Ml",2020-04-11T19:36:50Z,"€57,08"
Lidl,London,Laisves,Coffee Beans - Chocolate,2020-04-16T07:13:40Z,"€14,18"
Wallmart,Brussels,Freedom,"Liqueur Banana, Ramazzotti",2020-04-18T20:49:14Z,"€12,10"
Ebay,Brussels,George's,Sauce - Balsamic Viniagrette,2020-04-06T18:12:14Z,"€26,52"
Kwiki Mart,London,George's,Pumpkin - Seed,2020-04-28T04:55:11Z,"€5,57"
Ebay,Brussels,Freedom,"Wine - Red, Marechal Foch",2020-04-02T05:18:18Z,"€66,13"
Kwiki Mart,Brussels,Laisves,Soup - Campbells Bean Medley,2020-04-15T08:40:34Z,"€42,75"
Aibe,London,George's,Lettuce - Romaine,2020-04-26T06:57:37Z,"€18,38"
Ebay,New York,Laisves,Tuna - Loin,2020-04-03T23:45:02Z,"€41,16"
Aibe,New York,George's,Swordfish Loin Portions,2020-04-07T03:50:58Z,"€51,75"
Lidl,New York,George's,Piping Jelly - All Colours,2020-04-02T12:42:15Z,"€21,63"
Ebay,London,George's,Longos - Greek Salad,2020-04-14T16:37:21Z,"€88,43"
Playtech,Brussels,George's,Aspic - Light,2020-04-13T05:17:37Z,"€0,91"
Aibe,New York,Freedom,Chinese Foods - Chicken,2020-04-11T02:32:46Z,"€77,29"
Lidl,London,Laisves,"Sprite, Diet - 355ml",2020-04-08T18:55:03Z,"€77,19"
Kwiki Mart,New York,Laisves,Cape Capensis - Fillet,2020-04-13T20:30:48Z,"€55,01"
Lidl,Brussels,Laisves,Vector Energy Bar,2020-04-29T09:39:15Z,"€77,10"
Playtech,New York,George's,Puree - Blackcurrant,2020-04-11T19:24:29Z,"€90,69"
Lidl,Brussels,George's,Onions - Spanish,2020-04-05T20:41:32Z,"€13,90"
Playtech,New York,George's,Peppercorns - Green,2020-04-19T14:03:25Z,"€86,90"
Ebay,Brussels,Laisves,"Mushroom - Chanterelle, Dry",2020-04-29T21:06:56Z,"€31,24"
Playtech,Brussels,Laisves,"Potatoes - Yukon Gold, 80 Ct",2020-04-07T19:07:06Z,"€9,64"
Wallmart,London,Freedom,"Tortillas - Flour, 10",2020-04-20T21:54:46Z,"€62,38"
Ebay,London,Freedom,Langers - Ruby Red Grapfruit,2020-04-29T22:30:33Z,"€35,40"
Lidl,New York,Laisves,Sesame Seed Black,2020-04-10T16:16:43Z,"€12,45"
Kwiki Mart,London,George's,"Oranges - Navel, 72",2020-04-16T09:02:10Z,"€88,23"
Lidl,New York,Freedom,Table Cloth 90x90 Colour,2020-04-24T07:07:49Z,"€84,23"
Lidl,New York,George's,Danishes - Mini Raspberry,2020-04-02T22:15:45Z,"€68,73"
Aibe,Brussels,Freedom,Peas - Frozen,2020-04-21T00:52:23Z,"€12,15"
Playtech,London,Freedom,Wine - Fat Bastard Merlot,2020-04-29T14:28:14Z,"€10,03"
Kwiki Mart,London,Freedom,"Apple - Delicious, Golden",2020-04-04T07:34:39Z,"€72,58"
Lidl,New York,George's,Salami - Genova,2020-04-13T14:23:04Z,"€13,03"
Lidl,Brussels,Laisves,Soup - Campbells Mushroom,2020-04-02T10:45:01Z,"€3,95"
Kwiki Mart,Brussels,Freedom,"Pail - 15l White, With Handle",2020-04-09T19:16:23Z,"€59,56"
Playtech,Brussels,Freedom,"Bread - Rolls, Rye",2020-04-22T08:42:25Z,"€6,19"
Wallmart,London,Freedom,Melon - Cantaloupe,2020-04-20T17:51:30Z,"€42,76"
Lidl,London,George's,"Ice - Clear, 300 Lb For Carving",2020-04-01T19:54:38Z,"€24,12"
Aibe,Brussels,George's,"Pepper - Red, Finger Hot",2020-04-09T11:29:40Z,"€89,71"
Ebay,London,Laisves,Beans - Wax,2020-04-14T10:21:36Z,"€97,86"
Aibe,London,Freedom,Eggplant - Regular,2020-04-13T08:09:53Z,"€23,53"
Playtech,London,Laisves,Cheese - Parmesan Grated,2020-04-08T21:51:22Z,"€75,59"
Wallmart,Brussels,George's,Loquat,2020-04-15T06:06:30Z,"€56,76"
Kwiki Mart,New York,Laisves,Wine - Segura Viudas Aria Brut,2020-04-07T01:33:57Z,"€78,19"
Wallmart,New York,Freedom,Muffin Hinge Container 6,2020-04-19T12:58:06Z,"€96,28"
Kwiki Mart,Brussels,George's,Bread - Flat Bread,2020-04-04T03:25:03Z,"€0,64"
Lidl,London,Laisves,Transfer Sheets,2020-04-04T20:48:52Z,"€29,45"
Lidl,Brussels,Freedom,"Shrimp - 21/25, Peel And Deviened",2020-04-22T09:01:44Z,"€90,45"
Ebay,Brussels,Laisves,Dasheen,2020-04-02T11:03:36Z,"€52,11"
Lidl,New York,George's,Rice Wine - Aji Mirin,2020-04-08T06:15:05Z,"€49,63"
Lidl,Brussels,Freedom,Cherries - Frozen,2020-04-17T17:52:30Z,"€68,84"
Wallmart,New York,Freedom,"Napkin - Beverge, White 2 - Ply",2020-04-08T18:26:46Z,"€52,07"
Kwiki Mart,London,Freedom,Table Cloth 144x90 White,2020-04-21T11:54:30Z,"€88,85"
Ebay,London,George's,Sandwich Wrap,2020-04-06T22:40:59Z,"€39,14"
Kwiki Mart,London,Freedom,Puree - Mango,2020-04-09T12:25:48Z,"€44,98"
Playtech,Brussels,Laisves,Table Cloth 144x90 White,2020-04-28T18:53:21Z,"€81,66"
Ebay,New York,George's,Apple - Fuji,2020-04-13T11:02:00Z,"€26,63"
Wallmart,Brussels,Laisves,Mangostein,2020-04-11T15:21:37Z,"€67,20"
Kwiki Mart,Brussels,Freedom,Sole - Fillet,2020-04-08T12:26:13Z,"€24,82"
Kwiki Mart,London,Freedom,Lid Tray - 16in Dome,2020-04-21T06:09:21Z,"€27,60"
Aibe,London,Freedom,Lemon Balm - Fresh,2020-04-10T07:21:44Z,"€43,56"
Aibe,New York,Laisves,Pate - Peppercorn,2020-04-28T15:45:43Z,"€31,28"
Aibe,Brussels,George's,Pie Shells 10,2020-04-29T22:16:18Z,"€81,38"
Kwiki Mart,Brussels,Laisves,Truffle - Whole Black Peeled,2020-04-08T05:21:32Z,"€16,00"
Aibe,Brussels,George's,Bread Cranberry Foccacia,2020-04-04T03:27:22Z,"€92,92"
Lidl,London,Laisves,Wine - Barossa Valley Estate,2020-04-10T09:44:14Z,"€91,37"
Aibe,London,Freedom,Chocolate Bar - Oh Henry,2020-04-01T11:11:33Z,"€50,92"
Aibe,New York,Laisves,Lobster - Canned Premium,2020-04-13T12:38:26Z,"€16,08"
Kwiki Mart,London,George's,Sugar - Invert,2020-04-16T09:45:14Z,"€80,95"
Lidl,London,Freedom,Browning Caramel Glace,2020-04-17T22:51:17Z,"€85,53"
Lidl,New York,Laisves,Higashimaru Usukuchi Soy,2020-04-10T10:59:28Z,"€41,30"
Aibe,New York,Freedom,Pork Ham Prager,2020-04-23T19:37:24Z,"€9,20"
Ebay,Brussels,George's,"Thyme - Lemon, Fresh",2020-04-27T16:36:51Z,"€88,13"
Kwiki Mart,New York,Freedom,Tea - Jasmin Green,2020-04-27T05:05:19Z,"€29,04"
Wallmart,New York,Freedom,Potatoes - Peeled,2020-04-08T15:33:40Z,"€48,06"
Aibe,London,Laisves,Cheese - St. Andre,2020-04-05T06:24:40Z,"€34,56"
Wallmart,London,George's,Irish Cream - Baileys,2020-04-13T22:09:29Z,"€3,80"
Aibe,London,Laisves,Dawn Professionl Pot And Pan,2020-04-13T04:46:48Z,"€89,80"
Wallmart,New York,Freedom,Pork - Ground,2020-04-16T02:51:01Z,"€98,07"
Aibe,London,Freedom,"Wine - Mas Chicet Rose, Vintage",2020-04-01T01:42:13Z,"€91,47"
Wallmart,London,Laisves,Pork - Backs - Boneless,2020-04-26T18:16:33Z,"€98,31"
Kwiki Mart,New York,Freedom,Bread - Flat Bread,2020-04-20T12:11:21Z,"€8,67"
Kwiki Mart,Brussels,George's,Pasta - Ravioli,2020-04-19T16:30:57Z,"€72,81"
Ebay,Brussels,Laisves,Lotus Leaves,2020-04-02T06:22:28Z,"€50,94"
Lidl,New York,Freedom,"Pepsi, 355 Ml",2020-04-24T22:39:18Z,"€75,21"
Wallmart,Brussels,George's,Magnotta Bel Paese Red,2020-04-26T08:22:24Z,"€67,71"
Playtech,London,Laisves,Kiwano,2020-04-19T01:30:50Z,"€70,67"
Ebay,London,Freedom,"Bread - Rolls, Rye",2020-04-08T01:38:37Z,"€9,17"
Wallmart,New York,Freedom,Bread - Pain Au Liat X12,2020-04-24T00:41:14Z,"€59,97"
Kwiki Mart,London,Laisves,Pork - European Side Bacon,2020-04-05T09:59:37Z,"€47,91"
Wallmart,London,George's,Lobster - Tail 6 Oz,2020-04-04T17:15:32Z,"€75,02"
Lidl,Brussels,Laisves,Chef Hat 25cm,2020-04-19T15:02:07Z,"€60,89"
Lidl,Brussels,Laisves,"Appetizer - Spring Roll, Veg",2020-04-25T02:23:42Z,"€33,07"
Aibe,London,Laisves,Steampan Lid,2020-04-24T18:12:18Z,"€41,41"
Lidl,New York,Laisves,Bread Base - Italian,2020-04-22T00:02:15Z,"€0,21"
Ebay,New York,George's,Puree - Mango,2020-04-10T00:50:16Z,"€65,93"
Aibe,London,Freedom,"Tart Shells - Savory, 3",2020-04-21T02:47:05Z,"€79,13"
Kwiki Mart,New York,Laisves,Orange Roughy 6/8 Oz,2020-04-05T23:55:04Z,"€73,47"
Ebay,Brussels,George's,Salmon Steak - Cohoe 6 Oz,2020-04-05T17:36:37Z,"€48,58"
Wallmart,New York,Laisves,"Bread - Multigrain, Loaf",2020-04-13T07:06:20Z,"€52,48"
Lidl,New York,Freedom,Cookie Dough - Peanut Butter,2020-04-14T08:37:56Z,"€64,87"
Kwiki Mart,New York,George's,Calypso - Black Cherry Lemonade,2020-04-28T10:49:27Z,"€90,96"
Wallmart,New York,Laisves,Parasol Pick Stir Stick,2020-04-16T08:15:44Z,"€83,95"
Playtech,Brussels,George's,Garbag Bags - Black,2020-04-16T08:56:29Z,"€64,17"
Wallmart,London,Laisves,Wine - Sogrape Mateus Rose,2020-04-02T17:21:01Z,"€21,56"
Wallmart,London,George's,Higashimaru Usukuchi Soy,2020-04-22T00:42:41Z,"€14,45"
Kwiki Mart,New York,Freedom,"Quail - Whole, Bone - In",2020-04-10T14:26:09Z,"€27,88"
Lidl,London,George's,Beer - Creemore,2020-04-20T23:42:55Z,"€12,31"
Ebay,Brussels,Freedom,"Soup - Beef, Base Mix",2020-04-26T15:57:40Z,"€94,53"
Ebay,New York,Laisves,Breakfast Quesadillas,2020-04-21T17:57:38Z,"€59,38"
Wallmart,Brussels,Laisves,Smoked Tongue,2020-04-21T10:54:41Z,"€79,03"
Wallmart,Brussels,Laisves,Lobster - Tail 6 Oz,2020-04-14T22:10:47Z,"€10,47"
Lidl,London,Freedom,Veal - Loin,2020-04-07T15:05:58Z,"€12,52"
Playtech,New York,George's,"Chilli Paste, Sambal Oelek",2020-04-13T04:34:59Z,"€94,68"
Lidl,London,George's,Pomello,2020-04-08T08:35:11Z,"€11,23"
Lidl,Brussels,Laisves,Whmis - Spray Bottle Trigger,2020-04-27T11:56:04Z,"€63,23"
Wallmart,New York,George's,"Rum - Coconut, Malibu",2020-04-13T20:56:24Z,"€66,54"
Wallmart,Brussels,Laisves,Cookie Dough - Chocolate Chip,2020-04-16T15:21:21Z,"€33,23"
Kwiki Mart,Brussels,George's,Bagel - Whole White Sesame,2020-04-13T15:20:04Z,"€66,57"
Lidl,Brussels,George's,Creme De Banane - Marie,2020-04-29T21:39:43Z,"€54,66"
Aibe,London,Freedom,Cardamon Ground,2020-04-14T12:17:35Z,"€41,69"
Wallmart,London,Laisves,Quiche Assorted,2020-04-22T23:27:11Z,"€49,47"
Kwiki Mart,Brussels,George's,Grapefruit - White,2020-04-03T13:12:29Z,"€8,24"
Lidl,New York,George's,Foil - 4oz Custard Cup,2020-04-22T12:13:25Z,"€26,72"
Wallmart,New York,Laisves,Soup - Boston Clam Chowder,2020-04-29T07:05:57Z,"€17,30"
Ebay,London,Laisves,Table Cloth 53x53 White,2020-04-11T17:54:35Z,"€30,74"
Lidl,Brussels,Laisves,Persimmons,2020-04-26T08:46:39Z,"€18,45"
Ebay,Brussels,Laisves,Island Oasis - Lemonade,2020-04-19T12:28:22Z,"€11,88"
Wallmart,New York,George's,Chickensplit Half,2020-04-10T15:14:42Z,"€8,83"
Aibe,London,Freedom,Cranberries - Fresh,2020-04-13T09:52:07Z,"€8,62"
Ebay,New York,Laisves,Bread - Crusty Italian Poly,2020-04-27T15:25:24Z,"€14,30"
Lidl,London,Laisves,Mushroom - White Button,2020-04-03T04:03:14Z,"€45,61"
Wallmart,New York,Freedom,Bread Base - Goodhearth,2020-04-06T00:59:28Z,"€92,61"
Wallmart,London,George's,Grenadillo,2020-04-20T18:05:05Z,"€26,67"
Playtech,London,Laisves,Coffee - Egg Nog Capuccino,2020-04-07T21:45:26Z,"€54,67"
Kwiki Mart,London,Laisves,Table Cloth - 53x69 Colour,2020-04-01T09:31:00Z,"€12,16"
Wallmart,New York,George's,"Pork - Tenderloin, Frozen",2020-04-28T11:35:37Z,"€40,57"
Ebay,New York,Freedom,"Wine - White, Cooking",2020-04-21T05:39:11Z,"€87,09"
Lidl,London,Laisves,Foam Espresso Cup Plain White,2020-04-05T13:30:08Z,"€85,60"
Lidl,New York,Freedom,Veal - Knuckle,2020-04-26T04:28:07Z,"€85,53"
Kwiki Mart,Brussels,George's,Mix Pina Colada,2020-04-13T04:54:26Z,"€96,00"
Playtech,New York,Freedom,"Crab - Back Fin Meat, Canned",2020-04-19T15:33:50Z,"€48,56"
Lidl,London,Freedom,"Cheese - Woolwich Goat, Log",2020-04-17T23:38:51Z,"€85,66"
Lidl,London,Laisves,Wine - Peller Estates Late,2020-04-26T02:02:08Z,"€25,97"
Ebay,London,Freedom,Bowl 12 Oz - Showcase 92012,2020-04-28T23:43:58Z,"€5,22"
Playtech,New York,George's,Crackers - Soda / Saltins,2020-04-14T07:19:01Z,"€80,09"
Kwiki Mart,London,Laisves,Creme De Banane - Marie,2020-04-16T03:53:46Z,"€20,46"
Playtech,London,George's,Wine - Stoneliegh Sauvignon,2020-04-23T12:14:28Z,"€67,66"
Lidl,Brussels,Freedom,Yogurt - French Vanilla,2020-04-22T09:00:01Z,"€20,55"
Playtech,Brussels,Laisves,Spice - Montreal Steak Spice,2020-04-29T04:00:42Z,"€66,49"
Kwiki Mart,New York,George's,Sauerkraut,2020-04-14T04:54:50Z,"€20,34"
Playtech,London,George's,Steampan - Half Size Shallow,2020-04-03T08:31:09Z,"€57,30"
Ebay,New York,George's,Sauce - Soy Low Sodium - 3.87l,2020-04-20T06:28:27Z,"€40,90"
Playtech,London,George's,Noodles - Steamed Chow Mein,2020-04-25T18:05:24Z,"€54,40"
Kwiki Mart,New York,George's,Appetizer - Tarragon Chicken,2020-04-04T17:45:14Z,"€7,29"
Aibe,London,George's,Cake - Cheese Cake 9 Inch,2020-04-29T23:08:58Z,"€80,96"
Kwiki Mart,London,Freedom,Bacon Strip Precooked,2020-04-22T17:43:50Z,"€96,45"
Ebay,Brussels,George's,Pickles - Gherkins,2020-04-12T23:24:09Z,"€17,37"
Ebay,London,Laisves,Fuji Apples,2020-04-10T19:36:23Z,"€18,51"
Wallmart,London,George's,"Olives - Green, Pitted",2020-04-01T12:47:08Z,"€41,17"
Lidl,New York,Freedom,Wine - Manischewitz Concord,2020-04-11T17:15:35Z,"€48,02"
Aibe,New York,George's,Garam Marsala,2020-04-24T14:34:35Z,"€17,06"
Kwiki Mart,New York,George's,Fork - Plastic,2020-04-24T17:21:58Z,"€95,75"
Playtech,London,Freedom,Pasta - Cheese / Spinach Bauletti,2020-04-06T08:03:42Z,"€40,35"
Wallmart,New York,George's,Bread Crumbs - Panko,2020-04-14T04:44:26Z,"€56,97"
Playtech,London,Laisves,"Soup - Campbells, Butternut",2020-04-22T11:55:37Z,"€91,07"
Playtech,New York,Freedom,Cookies Cereal Nut,2020-04-16T23:42:39Z,"€2,89"
Ebay,New York,Laisves,"Juice - Cranberry, 341 Ml",2020-04-05T23:19:46Z,"€62,67"
Wallmart,Brussels,Freedom,Beef - Tender Tips,2020-04-25T19:17:01Z,"€49,57"
Aibe,New York,Laisves,Beer - Fruli,2020-04-19T12:18:57Z,"€75,38"
Wallmart,Brussels,Freedom,Flour - All Purpose,2020-04-26T18:28:13Z,"€41,17"
Ebay,Brussels,Laisves,Juice - Mango,2020-04-17T14:20:47Z,"€33,66"
Kwiki Mart,Brussels,Laisves,Tobasco Sauce,2020-04-07T10:15:49Z,"€34,46"
Playtech,Brussels,George's,Appetizer - Sausage Rolls,2020-04-16T02:24:12Z,"€46,17"
Playtech,London,George's,Table Cloth 62x114 White,2020-04-28T14:44:23Z,"€93,80"
Kwiki Mart,London,Freedom,Wine - Pinot Noir Stoneleigh,2020-04-06T05:40:14Z,"€85,22"
Aibe,London,Freedom,Squash - Pepper,2020-04-15T02:07:53Z,"€51,69"
Ebay,London,Laisves,Squid - Tubes / Tenticles 10/20,2020-04-10T23:55:34Z,"€77,92"
Playtech,London,Freedom,Tea - Honey Green Tea,2020-04-14T10:18:03Z,"€77,09"
Ebay,New York,Laisves,"Salmon - Atlantic, No Skin",2020-04-05T17:13:06Z,"€73,77"
Kwiki Mart,Brussels,George's,Momiji Oroshi Chili Sauce,2020-04-01T20:53:23Z,"€67,35"
Lidl,New York,Freedom,Crab - Meat,2020-04-07T06:35:54Z,"€70,23"
Aibe,Brussels,Laisves,"Lemonade - Island Tea, 591 Ml",2020-04-07T10:04:29Z,"€48,44"
Playtech,London,George's,Lettuce - Frisee,2020-04-16T22:43:02Z,"€12,72"
Playtech,Brussels,George's,The Pop Shoppe Pinapple,2020-04-01T06:11:20Z,"€32,70"
Wallmart,New York,Freedom,Corn Meal,2020-04-27T22:18:40Z,"€22,40"
Wallmart,London,Laisves,"Fish - Atlantic Salmon, Cold",2020-04-19T13:22:15Z,"€72,66"
Wallmart,London,George's,Flour - Whole Wheat,2020-04-07T11:35:23Z,"€49,41"
Ebay,London,George's,Tamarillo,2020-04-13T11:51:18Z,"€63,89"
Aibe,Brussels,George's,Figs,2020-04-04T12:38:55Z,"€51,13"
Aibe,New York,Laisves,Meldea Green Tea Liquor,2020-04-10T19:46:45Z,"€45,31"
Lidl,New York,Freedom,"Pasta - Cannelloni, Sheets, Fresh",2020-04-24T15:48:49Z,"€19,79"
Aibe,Brussels,Freedom,Muskox - French Rack,2020-04-27T03:08:57Z,"€39,57"
Playtech,Brussels,Freedom,Container - Clear 32 Oz,2020-04-25T21:38:23Z,"€43,45"
Wallmart,Brussels,George's,Bread - 10 Grain,2020-04-16T21:36:24Z,"€17,63"
Aibe,London,Freedom,Cookie Dough - Oatmeal Rasin,2020-04-15T03:36:12Z,"€25,52"
Aibe,Brussels,Laisves,"Mushroom - Oyster, Fresh",2020-04-26T00:33:48Z,"€7,20"
Wallmart,New York,Laisves,"Veal - Inside Round / Top, Lean",2020-04-16T05:59:20Z,"€25,84"
Playtech,New York,Laisves,Muffin Mix - Oatmeal,2020-04-29T03:17:26Z,"€8,61"
Wallmart,Brussels,Laisves,Oil - Sunflower,2020-04-22T15:48:09Z,"€99,00"
Lidl,Brussels,George's,Wine - Toasted Head,2020-04-12T17:21:31Z,"€73,96"
Playtech,New York,Freedom,"Pepsi, 355 Ml",2020-04-06T21:44:01Z,"€10,34"
Lidl,New York,Freedom,Sour Puss Raspberry,2020-04-02T13:50:23Z,"€57,45"
Playtech,Brussels,Freedom,Wine - Conde De Valdemar,2020-04-16T07:45:25Z,"€15,78"
Wallmart,Brussels,George's,Straw - Regular,2020-04-29T00:48:53Z,"€54,38"
Lidl,New York,Laisves,Island Oasis - Magarita Mix,2020-04-05T15:18:43Z,"€90,48"
Kwiki Mart,London,Freedom,"Pork - Loin, Bone - In",2020-04-18T21:06:50Z,"€51,72"
Playtech,Brussels,Laisves,Beef - Ox Tongue,2020-04-06T08:31:19Z,"€1,34"
Ebay,New York,George's,Sambuca - Opal Nera,2020-04-20T00:00:21Z,"€55,23"
Lidl,Brussels,Laisves,"Tray - Foam, Square 4 - S",2020-04-03T05:38:40Z,"€45,94"
Aibe,New York,Freedom,Milk - Condensed,2020-04-13T08:39:05Z,"€29,37"
Ebay,Brussels,George's,Breakfast Quesadillas,2020-04-12T17:19:31Z,"€44,29"
Lidl,New York,Laisves,Guava,2020-04-27T13:51:50Z,"€29,49"
Lidl,Brussels,Laisves,"Wine - Magnotta, Merlot Sr Vqa",2020-04-01T04:22:49Z,"€49,50"
Kwiki Mart,London,Freedom,Appetizer - Assorted Box,2020-04-01T23:56:13Z,"€31,65"
Lidl,Brussels,Freedom,Bread - Bistro Sour,2020-04-10T15:02:51Z,"€12,91"
Kwiki Mart,New York,Laisves,Chick Peas - Dried,2020-04-16T10:50:02Z,"€68,58"
Playtech,New York,Laisves,Tomatoes - Cherry,2020-04-11T00:04:23Z,"€41,51"
Playtech,London,Laisves,Cinnamon - Stick,2020-04-17T10:54:59Z,"€38,22"
Playtech,New York,Laisves,"Veal - Round, Eye Of",2020-04-05T10:15:09Z,"€93,82"
Wallmart,Brussels,George's,Squid - U - 10 Thailand,2020-04-15T15:35:08Z,"€61,15"
Ebay,Brussels,Laisves,"Bread - Rolls, Rye",2020-04-12T16:19:10Z,"€25,27"
Playtech,Brussels,Freedom,"Noodles - Cellophane, Thin",2020-04-07T08:02:55Z,"€48,15"
Wallmart,London,Freedom,Tuna - Loin,2020-04-13T02:17:48Z,"€8,71"
Ebay,London,Freedom,Sauce - Marinara,2020-04-07T20:58:13Z,"€34,63"
Kwiki Mart,New York,Laisves,Beets - Mini Golden,2020-04-15T09:12:45Z,"€91,29"
Ebay,New York,George's,Dried Cranberries,2020-04-06T19:32:19Z,"€18,04"
Aibe,London,George's,"Fish - Halibut, Cold Smoked",2020-04-03T10:47:13Z,"€42,25"
Aibe,New York,Laisves,Instant Coffee,2020-04-10T08:43:02Z,"€47,99"
Lidl,London,George's,"Appetizer - Mini Egg Roll, Shrimp",2020-04-25T03:15:42Z,"€23,27"
Ebay,London,Freedom,Wine - Barbera Alba Doc 2001,2020-04-06T14:06:36Z,"€50,99"
Playtech,London,Freedom,Poppy Seed,2020-04-13T02:40:28Z,"€3,54"
Playtech,London,Freedom,Kiwi,2020-04-14T02:14:26Z,"€63,04"
Lidl,London,Laisves,Nori Sea Weed - Gold Label,2020-04-04T05:22:22Z,"€39,39"
Ebay,London,Freedom,Ice Cream Bar - Drumstick,2020-04-15T17:04:40Z,"€56,76"
Kwiki Mart,Brussels,Freedom,Apple - Fuji,2020-04-10T17:12:22Z,"€70,58"
Wallmart,London,Freedom,Yams,2020-04-04T00:06:23Z,"€41,99"
Aibe,New York,Laisves,Soup - Campbells - Chicken Noodle,2020-04-13T15:52:32Z,"€72,07"
Aibe,Brussels,Freedom,Parasol Pick Stir Stick,2020-04-06T18:37:56Z,"€88,96"
Lidl,Brussels,Laisves,"Chilli Paste, Sambal Oelek",2020-04-29T21:29:36Z,"€53,24"
Lidl,Brussels,George's,Beer - Blue Light,2020-04-18T06:19:53Z,"€87,34"
Wallmart,New York,Laisves,Wine - Casablanca Valley,2020-04-15T00:19:41Z,"€35,66"
Kwiki Mart,London,George's,Bread Roll Foccacia,2020-04-26T10:44:21Z,"€15,84"
Lidl,New York,Freedom,Lettuce - Boston Bib - Organic,2020-04-28T18:12:38Z,"€39,70"
Playtech,Brussels,Laisves,"Chilli Paste, Sambal Oelek",2020-04-03T19:26:30Z,"€80,16"
Playtech,New York,George's,Cake - Mini Cheesecake,2020-04-22T11:44:42Z,"€60,18"
Aibe,New York,Freedom,Garlic - Peeled,2020-04-17T03:24:02Z,"€17,65"
Ebay,London,George's,Ocean Spray - Kiwi Strawberry,2020-04-07T01:34:48Z,"€2,87"
Playtech,Brussels,Laisves,Chocolate Eclairs,2020-04-16T23:58:02Z,"€87,08"
